url,page_type,cluster,content_type,primary_topic,secondary_topics,search_intent,h1,h2_structure,title,meta_description,canonical,indexability,sitemap_eligibility,word_count,meaningful_body_content,image,image_alt,image_title,schema,incoming_internal_links,outgoing_internal_links,crawl_depth,related_pages,content_differentiation,keyword_mapping,content_quality_status
/fabrics/best-for/,best_for_hub,best_for_hub,best_for_hub,best fabrics by use,apparel fabrics; home textiles; shirt fabrics; dress fabrics,commercial_investigation,Find fabric for what you are making.,,"Fabrics by Use: Shirts, Dresses & More","Start with the garment you are making and compare FabStitch fabrics already grouped for shirts, dresses, or another use.",/fabrics/best-for/,index,eligible,313,registry description and catalog notes,,,,Organization|CollectionPage|BreadcrumbList,2265,26,1,/marketplace/ /fabrics/ /collections/ /guides/ /fabrics/best-for/shirts/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/dresses/ /fabrics/best-for/trousers/ /fabrics/best-for/tailoring/ /fabrics/best-for/activewear/ /fabrics/best-for/knitwear/ /fabrics/best-for/resortwear/ /fabrics/best-for/occasionwear/ /fabrics/best-for/outerwear/ /fabrics/best-for/home-textiles/ /fabrics/best-for/upholstery/ /fabrics/best-for/bedding/,B,single owner,useful
/guides/,guide_hub,guide_hub,guide_hub,fabric education,fabric sourcing education; 2027 fabric directions; fabric weight GSM; woven vs knit,informational,Fabric knowledge for better sourcing.,,"Fabric Guides for Weight, Weave & Use","Read FabStitch guides on fabric weight, composition, weaves, and how to choose cloth for shirts, dresses, and production.",/guides/,index,eligible,303,registry description and catalog notes,,,,Organization|CollectionPage|BreadcrumbList,2265,26,1,/guides/fabrics-2027/ /guides/spring-summer-2027-fabrics/ /guides/autumn-winter-2027-28-fabrics/ /guides/fabric-weight-and-gsm/ /guides/woven-vs-knit-fabrics/ /guides/how-to-choose-fabric-for-shirts/ /guides/chiffon-vs-georgette/ /guides/denim-2027/ /guides/linen-fabrics-2027/ /guides/what-is-cotton-fabric/ /guides/understanding-fabric-width/ /guides/cotton-vs-linen/ /guides/silk-vs-satin/ /guides/what-is-a-fabric-weave/ /guides/how-to-choose-the-right-fabric-weight/ /guides/understanding-stretch-in-fabric/ /guides/how-fabric-composition-affects-performance/ /guides/how-to-choose-fabric-for-dresses/ /guides/choosing-fabric-for-activewear/ /guides/how-to-buy-fabric-online/ /guides/how-to-source-fabric-for-clothing-brands/ /guides/lightweight-fabric/ /marketplace/ /fabrics/ /collections/ /fabrics/best-for/ /guides/fabric-questions/ /help/,B,single owner,useful
/help/,help_hub,help_hub,help_hub,FabStitch help,fabric search help; fabric inquiries,support,How can we help?,,"FabStitch Help: Search, Inquiries, Account","Find help on discovering fabrics, sending an inquiry, and managing an account. Support answers questions that need a person.",/help/,index,eligible,,registry description and catalog notes,,,,Organization|BreadcrumbList,2265,28,1,/help/what-is-fabstitch/ /help/how-fabstitch-works/ /help/how-to-find-fabrics/ /help/understanding-fabric-pages/ /help/how-search-works/ /help/how-filters-work/ /help/how-to-submit-an-inquiry/ /help/what-information-is-in-an-inquiry/ /help/what-happens-after-an-inquiry/ /help/viewing-my-inquiries/ /help/how-to-buy-fabric/ /help/orders/ /help/sign-up/ /help/sign-in/ /help/account/ /help/country-and-currency/ /contact/,B,single owner,useful
/about/,brand,brand,brand,about FabStitch,fabric discovery; material sourcing,brand,"Material decisions, made clearer.",,About FabStitch: Fabric Discovery & Sourcing,Why FabStitch exists and how a material-first fabric storefront makes product discovery and comparison clearer. See how About FabStitch relates to.,/about/,index,eligible,313,registry description and catalog notes,,,,Organization|BreadcrumbList,2265,13,1,/how-it-works/ /marketplace/ /contact/,B,single owner,useful
/how-it-works/,brand,brand,brand,how FabStitch works,fabric search; fabric buying,navigational,From an idea to the right fabric.,,How FabStitch Works: Discover & Source,"See how FabStitch connects discovery, search, Best For guidance, fabric specifications, quantity, and a sourcing inquiry.",/how-it-works/,index,eligible,306,registry description and catalog notes,,,,Organization,2265,13,1,/marketplace/ /collections/ /help/how-fabstitch-works/,B,single owner,useful
/contact/,brand,brand,brand,contact FabStitch,fabric help; customer support,navigational,Let’s talk fabrics.,,Contact FabStitch about Fabric Sourcing,"Contact FabStitch about a fabric, the marketplace, an order or how the product works. See how Contact relates to construction, weight, and apparel use.",/contact/,index,eligible,307,registry description and catalog notes,,,,Organization,2265,13,1,/help/ /support/ /marketplace/,B,single owner,useful
/fabrics/european-flax-linen/,fabric,fabric,fabric,European Flax Linen fabric,Linen and linen blends; Linen & Lightweight; Shirts; Trousers; Dresses,commercial_investigation,European Flax Linen,,European Flax Linen Sourcing Notes,"Explore European Flax Linen in the FabStitch 2027 collection, with 100% flax. Best for Shirts, Trousers, Dresses. See how European Flax Linen relates.",/fabrics/european-flax-linen/,index,eligible,405,registry description and catalog notes,/media/fabrics/european-flax-linen-primary.webp,European flax linen with a natural irregular plain weave,European flax linen,Organization|Product|BreadcrumbList,20,17,2,/collections/linen-lightweight/ /fabrics/best-for/shirts/ /fabrics/best-for/trousers/,B,single owner,useful
/fabrics/linen-cotton/,fabric,fabric,fabric,Linen–Cotton fabric,Linen and linen blends; Linen & Lightweight; Shirts; Chore jackets; Bottoms,commercial_investigation,Linen–Cotton,,Linen–Cotton for apparel sourcing,"Explore Linen–Cotton in the FabStitch 2027 collection, with 55% linen / 45% cotton / 70% linen / 30% cotton. Best for Shirts, Chore jackets, Bottoms.",/fabrics/linen-cotton/,index,eligible,407,registry description and catalog notes,/media/fabrics/linen-cotton-primary.webp,Linen-cotton blend fabric with a balanced plain weave,Linen-cotton blend fabric,Organization|Product|BreadcrumbList,10,17,2,/collections/linen-lightweight/ /fabrics/best-for/shirts/ /fabrics/best-for/trousers/,B,single owner,useful
/fabrics/cotton-poplin/,fabric,fabric,fabric,Cotton Poplin fabric,"Cotton — light, open, textured; Cotton; Shirts",commercial_investigation,Cotton Poplin,,Cotton Poplin for apparel sourcing,"Explore Cotton Poplin in the FabStitch 2027 collection, with Cotton. Crisp, Translucent. Best for Shirts. See how Cotton Poplin relates to.",/fabrics/cotton-poplin/,index,eligible,381,registry description and catalog notes,/media/fabrics/cotton-poplin-primary.webp,Crisp fine-count cotton poplin fabric in soft folds,Crisp fine-count cotton poplin fabric,Organization|Product|BreadcrumbList,15,16,2,/collections/cotton/ /fabrics/best-for/shirts/,B,single owner,useful
/fabrics/cotton-voile/,fabric,fabric,fabric,Cotton Voile fabric,"Cotton — light, open, textured; Cotton; Shirts",commercial_investigation,Cotton Voile,,Cotton Voile for apparel sourcing,"Explore Cotton Voile in the FabStitch 2027 collection, with Cotton. Crisp, Translucent. Best for Shirts. See how Cotton Voile relates to construction.",/fabrics/cotton-voile/,index,eligible,381,registry description and catalog notes,/media/fabrics/cotton-voile-primary.webp,Lightweight translucent cotton voile fabric,Lightweight translucent cotton voile fabric,Organization|Product|BreadcrumbList,10,16,2,/collections/cotton/ /fabrics/best-for/shirts/,B,single owner,useful
/fabrics/cotton-seersucker/,fabric,fabric,fabric,Cotton Seersucker fabric,"Cotton — light, open, textured; Cotton",commercial_investigation,Cotton Seersucker,,Cotton Seersucker for apparel sourcing,"Explore Cotton Seersucker in the FabStitch 2027 collection, with Cotton. Puckered surface, No pressing. See how Cotton Seersucker relates to.",/fabrics/cotton-seersucker/,index,eligible,395,registry description and catalog notes,/media/fabrics/cotton-seersucker-primary.webp,Puckered cotton seersucker fabric in pale blue stripes,Puckered cotton seersucker fabric,Organization|Product|BreadcrumbList,4,15,2,/collections/cotton/,B,single owner,useful
/fabrics/silk-chiffon/,fabric,fabric,fabric,Silk Chiffon fabric,Silk and the ethereal group; Silk & Sheer; Dresses; Blouses; Scarves,commercial_investigation,Silk Chiffon,,Silk Chiffon for apparel sourcing,"Explore Silk Chiffon in the FabStitch 2027 collection, with Silk. Sheer, Floating. Best for Dresses, Blouses, Scarves. See how Silk Chiffon relates to.",/fabrics/silk-chiffon/,index,eligible,393,registry description and catalog notes,/media/fabrics/silk-chiffon-primary.webp,Deep burgundy transparent silk chiffon in fluid folds,Deep burgundy transparent silk chiffon,Organization|Product|BreadcrumbList,14,16,2,/collections/silk-sheer/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/womens-clothing/,B,single owner,useful
/fabrics/silk-georgette/,fabric,fabric,fabric,Silk Georgette fabric,Silk and the ethereal group; Silk & Sheer; Dresses; Trousers,commercial_investigation,Silk Georgette,,Silk Georgette for apparel sourcing,"Explore Silk Georgette in the FabStitch 2027 collection, with Silk. Crinkled, Slightly heavier than chiffon, Better drape. Best for Dresses, Trousers.",/fabrics/silk-georgette/,index,eligible,401,registry description and catalog notes,/media/fabrics/silk-georgette-primary.webp,Muted teal silk georgette with a fine crepe surface,Muted teal silk georgette,Organization|Product|BreadcrumbList,9,17,2,/collections/silk-sheer/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/trousers/,B,single owner,useful
/fabrics/pointelle-knit/,fabric,fabric,fabric,Pointelle Knit fabric,Knitwear — the year-round shift; Knitwear; Resortwear,commercial_investigation,Pointelle Knit,,Pointelle Knit for apparel sourcing,"Explore Pointelle Knit in the FabStitch 2027 collection, with Cotton, linen or blends. Best for Resortwear. See how Pointelle Knit relates to.",/fabrics/pointelle-knit/,index,eligible,391,registry description and catalog notes,/media/fabrics/pointelle-knit-primary.webp,Pointelle knit with fine loops and repeated decorative eyelets,Pointelle knit with fine loops and repeated decorative eyelets,Organization|Product|BreadcrumbList,7,16,2,/collections/knitwear/ /fabrics/best-for/resortwear/,B,single owner,useful
/fabrics/stretch-woven-compression/,fabric,fabric,fabric,Stretch-Woven Compression fabric,"Performance, swim and next-to-skin; Performance; Baselayers",commercial_investigation,Stretch-Woven Compression,,Stretch-Woven Compression Sourcing Notes,"Explore Stretch-Woven Compression in the FabStitch 2027 collection. Compression, Barely-there performance. Best for Baselayers.",/fabrics/stretch-woven-compression/,index,eligible,386,registry description and catalog notes,/media/fabrics/stretch-woven-compression-primary.webp,Dense stretch-woven compression fabric with a fine technical grid,Dense stretch-woven compression fabric,Organization|Product|BreadcrumbList,9,16,2,/collections/performance/ /fabrics/best-for/activewear/,B,single owner,useful
/fabrics/melton/,fabric,fabric,fabric,Melton fabric,The brushed and felted group; AW Textures; Coats,commercial_investigation,Melton,,Melton for apparel sourcing buyer notes,"Explore Melton in the FabStitch 2027 collection, with Wool / Wool blend. Cut edges need no finishing. Best for Coats. See how Melton relates to.",/fabrics/melton/,index,eligible,385,registry description and catalog notes,/media/fabrics/melton-primary.webp,Dense fulled melton wool with a short compact nap and firm body,Dense fulled melton wool,Organization|Product|BreadcrumbList,8,16,2,/collections/aw-textures/ /fabrics/best-for/outerwear/,B,single owner,useful
/fabrics/boiled-wool/,fabric,fabric,fabric,Boiled Wool fabric,The brushed and felted group; AW Textures; Jackets; Unlined coats; Soft tailoring,commercial_investigation,Boiled Wool,,Boiled Wool for apparel sourcing buyer notes,"Explore Boiled Wool in the FabStitch 2027 collection, with Wool. Best for Jackets, Unlined coats, Soft tailoring. See how Boiled Wool relates to.",/fabrics/boiled-wool/,index,eligible,388,registry description and catalog notes,/media/fabrics/boiled-wool-primary.webp,Boiled wool with a dense felted fiber surface and stable body,Boiled wool with a dense felted fiber surface and stable body,Organization|Product|BreadcrumbList,7,17,2,/collections/aw-textures/ /fabrics/best-for/outerwear/ /fabrics/best-for/tailoring/,B,single owner,useful
