url,page_type,canonical,indexable,primary_keyword,secondary_keywords,search_intent,keyword_group,h1,h2s,title,meta_description,content_depth,unique_content,duplicate_risk,question_answer_quality,image,image_relevance,image_alt,internal_links,schema,recommended_action
/fabrics/wool-fabric/,intent_hub,/fabrics/wool-fabric/,yes,wool fabric,wool fabrics; wool material; woven wool fabric; wool clothing material; types of wool fabrics; what is woolen fabric; properties of wool fabric; wool fabric for clothing; durable wool fabric,commercial_investigation,fabric_type,"Wool fabric for clothing, tailoring and coats",,"Wool Fabric for Apparel, Tailoring & Outerwear","Explore wool fabric for apparel — woven wool, tailoring cloths, textures and outerwear directions. Compare composition and construction, then inquire.",developed,distinct role,low,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabrics/best-for/ /fabric-sourcing/ /wholesale-fabric/ /guides/ /fabrics/clothing/ /fabrics/shirt-fabric/ /collections/tailoring/ /wholesale-fabric/ /marketplace/ /guides/fabric-weight-and-gsm/ /guides/woven-vs-knit-fabrics/ /guides/how-to-source-fabric-for-clothing-brands/ /fabrics/best-for/tailoring/ /fabrics/best-for/outerwear/ /fabrics/best-for/trousers/ /collections/tailoring/ /collections/aw-textures/ /collections/knitwear/ /fabrics/tropical-wool-super-110s-130s/ /fabrics/wool-silk-bi-stretch/ /fabrics/wool-linen-open-weave/ /fabrics/merino-roica-stretch-tailoring/ /fabrics/melton/ /fabrics/boiled-wool/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/collections/,collection_hub,/collections/,yes,fabric collections,fabric materials; seasonal fabrics; linen fabrics; cotton fabrics,commercial_investigation,fabric_type,Start with the material.,,"Fabric Collections: Cotton, Linen, Silk","Browse FabStitch fabric collections — linen, cotton, silk, denim, technical outerwear, and home textiles — then open individual fabrics for.",developed,distinct role,low,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /fabrics/best-for/ /collections/linen-lightweight/ /collections/cotton/ /collections/silk-sheer/ /collections/tailoring/ /collections/knitwear/ /collections/performance/ /collections/aw-textures/ /collections/velvet-pile/ /collections/structured-classics/ /collections/technical-outerwear/ /collections/denim/ /collections/home-contract/ /collections/spring-summer-2027/ /collections/autumn-winter-2027-28/ /collections/home-contract-2027-28/,Organization|CollectionPage|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/best-for/,best_for_hub,/fabrics/best-for/,yes,best fabrics by use,apparel fabrics; home textiles; shirt fabrics; dress fabrics,commercial_investigation,application,Find fabric for what you are making.,,"Fabrics by Use: Shirts, Dresses & More","Start with the garment you are making and compare FabStitch fabrics already grouped for shirts, dresses, or another use.",developed,distinct role,low,not_a_question_page,,no_lead_image,,/marketplace/ /fabrics/ /collections/ /guides/ /fabrics/best-for/shirts/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/dresses/ /fabrics/best-for/trousers/ /fabrics/best-for/tailoring/ /fabrics/best-for/activewear/ /fabrics/best-for/knitwear/ /fabrics/best-for/resortwear/ /fabrics/best-for/occasionwear/ /fabrics/best-for/outerwear/ /fabrics/best-for/home-textiles/ /fabrics/best-for/upholstery/ /fabrics/best-for/bedding/,Organization|CollectionPage|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/guides/,guide_hub,/guides/,yes,fabric education,fabric sourcing education; 2027 fabric directions; fabric weight GSM; woven vs knit,informational,fabric_type,Fabric knowledge for better sourcing.,,"Fabric Guides for Weight, Weave & Use","Read FabStitch guides on fabric weight, composition, weaves, and how to choose cloth for shirts, dresses, and production.",developed,distinct role,low,not_a_question_page,,no_lead_image,,/guides/fabrics-2027/ /guides/spring-summer-2027-fabrics/ /guides/autumn-winter-2027-28-fabrics/ /guides/fabric-weight-and-gsm/ /guides/woven-vs-knit-fabrics/ /guides/how-to-choose-fabric-for-shirts/ /guides/chiffon-vs-georgette/ /guides/denim-2027/ /guides/linen-fabrics-2027/ /guides/what-is-cotton-fabric/ /guides/understanding-fabric-width/ /guides/cotton-vs-linen/ /guides/silk-vs-satin/ /guides/what-is-a-fabric-weave/ /guides/how-to-choose-the-right-fabric-weight/ /guides/understanding-stretch-in-fabric/ /guides/how-fabric-composition-affects-performance/ /guides/how-to-choose-fabric-for-dresses/ /guides/choosing-fabric-for-activewear/ /guides/how-to-buy-fabric-online/ /guides/how-to-source-fabric-for-clothing-brands/ /guides/lightweight-fabric/ /marketplace/ /fabrics/ /collections/ /fabrics/best-for/ /guides/fabric-questions/ /help/,Organization|CollectionPage|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/help/,help_hub,/help/,yes,FabStitch help,fabric search help; fabric inquiries,support,fabric_type,How can we help?,,"FabStitch Help: Search, Inquiries, Account","Find help on discovering fabrics, sending an inquiry, and managing an account. Support answers questions that need a person.",unspecified,distinct role,low,not_a_question_page,,no_lead_image,,/help/what-is-fabstitch/ /help/how-fabstitch-works/ /help/how-to-find-fabrics/ /help/understanding-fabric-pages/ /help/how-search-works/ /help/how-filters-work/ /help/how-to-submit-an-inquiry/ /help/what-information-is-in-an-inquiry/ /help/what-happens-after-an-inquiry/ /help/viewing-my-inquiries/ /help/how-to-buy-fabric/ /help/orders/ /help/sign-up/ /help/sign-in/ /help/account/ /help/country-and-currency/ /contact/,Organization|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/about/,brand,/about/,yes,about FabStitch,fabric discovery; material sourcing,brand,fabric_type,"Material decisions, made clearer.",,About FabStitch: Fabric Discovery & Sourcing,Why FabStitch exists and how a material-first fabric storefront makes product discovery and comparison clearer. See how About FabStitch relates to.,developed,distinct role,low,not_a_question_page,,no_lead_image,,/how-it-works/ /marketplace/ /contact/,Organization|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/how-it-works/,brand,/how-it-works/,yes,how FabStitch works,fabric search; fabric buying,navigational,fabric_type,From an idea to the right fabric.,,How FabStitch Works: Discover & Source,"See how FabStitch connects discovery, search, Best For guidance, fabric specifications, quantity, and a sourcing inquiry.",developed,distinct role,low,not_a_question_page,,no_lead_image,,/marketplace/ /collections/ /help/how-fabstitch-works/,Organization,Keep. Strengthen only when a real gap remains.
/contact/,brand,/contact/,yes,contact FabStitch,fabric help; customer support,navigational,fabric_type,Let’s talk fabrics.,,Contact FabStitch about Fabric Sourcing,"Contact FabStitch about a fabric, the marketplace, an order or how the product works. See how Contact relates to construction, weight, and apparel use.",developed,distinct role,low,not_a_question_page,,no_lead_image,,/help/ /support/ /marketplace/,Organization,Keep. Strengthen only when a real gap remains.
/fabrics/european-flax-linen/,fabric,/fabrics/european-flax-linen/,yes,European Flax Linen fabric,Linen and linen blends; Linen & Lightweight; Shirts; Trousers; Dresses,commercial_investigation,fabric_type,European Flax Linen,,European Flax Linen Sourcing Notes,"Explore European Flax Linen in the FabStitch 2027 collection, with 100% flax. Best for Shirts, Trousers, Dresses. See how European Flax Linen relates.",developed,distinct role,low,not_a_question_page,/media/fabrics/european-flax-linen-primary.webp,catalog_or_topic_image,European flax linen with a natural irregular plain weave,/collections/linen-lightweight/ /fabrics/best-for/shirts/ /fabrics/best-for/trousers/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/linen-cotton/,fabric,/fabrics/linen-cotton/,yes,Linen–Cotton fabric,Linen and linen blends; Linen & Lightweight; Shirts; Chore jackets; Bottoms,commercial_investigation,fabric_type,Linen–Cotton,,Linen–Cotton for apparel sourcing,"Explore Linen–Cotton in the FabStitch 2027 collection, with 55% linen / 45% cotton / 70% linen / 30% cotton. Best for Shirts, Chore jackets, Bottoms.",developed,distinct role,low,not_a_question_page,/media/fabrics/linen-cotton-primary.webp,catalog_or_topic_image,Linen-cotton blend fabric with a balanced plain weave,/collections/linen-lightweight/ /fabrics/best-for/shirts/ /fabrics/best-for/trousers/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/cotton-poplin/,fabric,/fabrics/cotton-poplin/,yes,Cotton Poplin fabric,"Cotton — light, open, textured; Cotton; Shirts",commercial_investigation,fabric_type,Cotton Poplin,,Cotton Poplin for apparel sourcing,"Explore Cotton Poplin in the FabStitch 2027 collection, with Cotton. Crisp, Translucent. Best for Shirts. See how Cotton Poplin relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/cotton-poplin-primary.webp,catalog_or_topic_image,Crisp fine-count cotton poplin fabric in soft folds,/collections/cotton/ /fabrics/best-for/shirts/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/cotton-voile/,fabric,/fabrics/cotton-voile/,yes,Cotton Voile fabric,"Cotton — light, open, textured; Cotton; Shirts",commercial_investigation,fabric_type,Cotton Voile,,Cotton Voile for apparel sourcing,"Explore Cotton Voile in the FabStitch 2027 collection, with Cotton. Crisp, Translucent. Best for Shirts. See how Cotton Voile relates to construction.",developed,distinct role,low,not_a_question_page,/media/fabrics/cotton-voile-primary.webp,catalog_or_topic_image,Lightweight translucent cotton voile fabric,/collections/cotton/ /fabrics/best-for/shirts/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/cotton-seersucker/,fabric,/fabrics/cotton-seersucker/,yes,Cotton Seersucker fabric,"Cotton — light, open, textured; Cotton",commercial_investigation,fabric_type,Cotton Seersucker,,Cotton Seersucker for apparel sourcing,"Explore Cotton Seersucker in the FabStitch 2027 collection, with Cotton. Puckered surface, No pressing. See how Cotton Seersucker relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/cotton-seersucker-primary.webp,catalog_or_topic_image,Puckered cotton seersucker fabric in pale blue stripes,/collections/cotton/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/silk-chiffon/,fabric,/fabrics/silk-chiffon/,yes,Silk Chiffon fabric,Silk and the ethereal group; Silk & Sheer; Dresses; Blouses; Scarves,commercial_investigation,fabric_type,Silk Chiffon,,Silk Chiffon for apparel sourcing,"Explore Silk Chiffon in the FabStitch 2027 collection, with Silk. Sheer, Floating. Best for Dresses, Blouses, Scarves. See how Silk Chiffon relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/collections/silk-sheer/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/womens-clothing/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/silk-georgette/,fabric,/fabrics/silk-georgette/,yes,Silk Georgette fabric,Silk and the ethereal group; Silk & Sheer; Dresses; Trousers,commercial_investigation,fabric_type,Silk Georgette,,Silk Georgette for apparel sourcing,"Explore Silk Georgette in the FabStitch 2027 collection, with Silk. Crinkled, Slightly heavier than chiffon, Better drape. Best for Dresses, Trousers.",developed,distinct role,low,not_a_question_page,/media/fabrics/silk-georgette-primary.webp,catalog_or_topic_image,Muted teal silk georgette with a fine crepe surface,/collections/silk-sheer/ /fabrics/best-for/womens-clothing/ /fabrics/best-for/trousers/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/pointelle-knit/,fabric,/fabrics/pointelle-knit/,yes,Pointelle Knit fabric,Knitwear — the year-round shift; Knitwear; Resortwear,commercial_investigation,fabric_type,Pointelle Knit,,Pointelle Knit for apparel sourcing,"Explore Pointelle Knit in the FabStitch 2027 collection, with Cotton, linen or blends. Best for Resortwear. See how Pointelle Knit relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/pointelle-knit-primary.webp,catalog_or_topic_image,Pointelle knit with fine loops and repeated decorative eyelets,/collections/knitwear/ /fabrics/best-for/resortwear/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/stretch-woven-compression/,fabric,/fabrics/stretch-woven-compression/,yes,Stretch-Woven Compression fabric,"Performance, swim and next-to-skin; Performance; Baselayers",commercial_investigation,performance,Stretch-Woven Compression,,Stretch-Woven Compression Sourcing Notes,"Explore Stretch-Woven Compression in the FabStitch 2027 collection. Compression, Barely-there performance. Best for Baselayers.",developed,distinct role,low,not_a_question_page,/media/fabrics/stretch-woven-compression-primary.webp,catalog_or_topic_image,Dense stretch-woven compression fabric with a fine technical grid,/collections/performance/ /fabrics/best-for/activewear/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/melton/,fabric,/fabrics/melton/,yes,Melton fabric,The brushed and felted group; AW Textures; Coats,commercial_investigation,fabric_type,Melton,,Melton for apparel sourcing buyer notes,"Explore Melton in the FabStitch 2027 collection, with Wool / Wool blend. Cut edges need no finishing. Best for Coats. See how Melton relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/melton-primary.webp,catalog_or_topic_image,Dense fulled melton wool with a short compact nap and firm body,/collections/aw-textures/ /fabrics/best-for/outerwear/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/boiled-wool/,fabric,/fabrics/boiled-wool/,yes,Boiled Wool fabric,The brushed and felted group; AW Textures; Jackets; Unlined coats; Soft tailoring,commercial_investigation,fabric_type,Boiled Wool,,Boiled Wool for apparel sourcing buyer notes,"Explore Boiled Wool in the FabStitch 2027 collection, with Wool. Best for Jackets, Unlined coats, Soft tailoring. See how Boiled Wool relates to.",developed,distinct role,low,not_a_question_page,/media/fabrics/boiled-wool-primary.webp,catalog_or_topic_image,Boiled wool with a dense felted fiber surface and stable body,/collections/aw-textures/ /fabrics/best-for/outerwear/ /fabrics/best-for/tailoring/,Organization|Product|BreadcrumbList,Keep. Strengthen only when a real gap remains.
/fabrics/lightweight-denim/,fabric,/fabrics/lightweight-denim/,yes,Lightweight Denim fabric,Denim in 2027; Denim,commercial_investigation,fabric_type,Lightweight Denim,,Lightweight Denim for apparel sourcing,"Explore Lightweight Denim in the FabStitch 2027 collection. Volume-market weight. See how Lightweight Denim relates to construction, weight, and.",developed,shares structure or a parent fact with siblings,shared_primary_topic,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/collections/denim/,Organization|Product|BreadcrumbList,Keep both only if the intent differs. Do not add a third page.
